Event,Subject,Gender,Author Gender,Story Genre
see,he,M,Female,Fiction
kill,him,M,Female,Fiction
forget,she,F,Female,Fiction
discuss,she,F,Female,Fiction
recall,her,F,Female,Fiction
communicate,she,F,Female,Fiction
act,he,M,Female,Fiction
say,he,M,Female,Fiction
make,she,F,Female,Fiction
say,she,F,Female,Fiction
dislike,she,F,Female,Fiction
do,she,F,Female,Fiction
finish,she,F,Female,Fiction
wish,she,F,Female,Fiction
allow,she,F,Female,Fiction
say,she,F,Female,Fiction
stand,he,M,Female,Fiction
speak,he,M,Female,Fiction
make,he,M,Female,Fiction
say,he,M,Female,Fiction
pause,he,M,Female,Fiction
continue,he,M,Female,Fiction
follow,him,M,Female,Fiction
begin,he,M,Female,Fiction
gaze,she,F,Female,Fiction
say,he,M,Female,Fiction
use,he,M,Female,Fiction
point,he,M,Female,Fiction
conform,she,F,Female,Fiction
tell,her,F,Female,Fiction
give,she,F,Female,Fiction
feel,he,M,Female,Fiction
imagine,he,M,Female,Fiction
scrutinise,he,M,Female,Fiction
pursue,he,M,Female,Fiction
wear,she,F,Female,Fiction
transact,he,M,Female,Fiction
respect,her,F,Female,Fiction
despise,she,F,Female,Fiction
turn,he,M,Female,Fiction
possess,she,F,Female,Fiction
give,her,F,Female,Fiction
give,he,M,Female,Fiction
point,her,F,Female,Fiction
exclude,her,F,Female,Fiction
shut,her,F,Female,Fiction
keep,her,F,Female,Fiction
adopt,her,F,Female,Fiction
rear,her,F,Female,Fiction
separate,her,F,Female,Fiction
send,she,F,Female,Fiction
send,her,F,Female,Fiction
stagnate,her,F,Female,Fiction
stand,her,F,Female,Fiction
lift,she,F,Female,Fiction
go,she,F,Female,Fiction
condemn,her,F,Female,Fiction
blot,she,F,Female,Fiction
promise,she,F,Female,Fiction
come,her,F,Female,Fiction
bring,she,F,Female,Fiction
say,she,F,Female,Fiction
sit,she,F,Female,Fiction
remain,she,F,Female,Fiction
take,he,M,Female,Fiction
treat,he,M,Female,Fiction
chafe,she,F,Female,Fiction
impart,she,F,Female,Fiction
speak,she,F,Female,Fiction
breathe,she,F,Female,Fiction
draw,she,F,Female,Fiction
say,she,F,Female,Fiction
come,she,F,Female,Fiction
call,she,F,Female,Fiction
ask,she,F,Female,Fiction
pass,she,F,Female,Fiction
leave,he,M,Female,Fiction
adopt,she,F,Female,Fiction
promise,her,F,Female,Fiction
die,he,M,Female,Fiction
keep,she,F,Female,Fiction
allow,he,M,Female,Fiction
tell,her,F,Female,Fiction
say,she,F,Female,Fiction
kiss,she,F,Female,Fiction
proceed,she,F,Female,Fiction
return,she,F,Female,Fiction
resume,she,F,Female,Fiction
say,she,F,Female,Fiction
ring,she,F,Female,Fiction
say,she,F,Female,Fiction
bring,she,F,Female,Fiction
return,she,F,Female,Fiction
send,she,F,Female,Fiction
add,she,F,Female,Fiction
get,she,F,Female,Fiction
say,she,F,Female,Fiction
proceed,she,F,Female,Fiction
supply,she,F,Female,Fiction
summon,she,F,Female,Fiction
snatch,she,F,Female,Fiction
teach,her,F,Female,Fiction
finish,she,F,Female,Fiction
draw,she,F,Female,Fiction
hold,she,F,Female,Fiction
let,she,F,Female,Fiction
go,her,F,Female,Fiction
wipe,she,F,Female,Fiction
examine,she,F,Female,Fiction
pull,she,F,Female,Fiction
wear,she,F,Female,Fiction
say,he,M,Female,Fiction
pronounce,her,F,Female,Fiction
live,she,F,Female,Fiction
give,she,F,Female,Fiction
know,she,F,Female,Fiction
give,she,F,Female,Fiction
like,she,F,Female,Fiction
forget,her,F,Female,Fiction
tell,she,F,Female,Fiction
remove,she,F,Female,Fiction
see,her,F,Female,Fiction
wrap,she,F,Female,Fiction
suppose,she,F,Female,Fiction
go,she,F,Female,Fiction
see,she,F,Female,Fiction
mount,him,M,Female,Fiction
say,he,M,Female,Fiction
say,he,M,Female,Fiction
die,she,F,Female,Fiction
go,she,F,Female,Fiction
see,her,F,Female,Fiction
lie,she,F,Female,Fiction
embrace,her,F,Female,Fiction
give,her,F,Female,Fiction
call,she,F,Female,Fiction
stir,she,F,Female,Fiction
look,she,F,Female,Fiction
ask,she,F,Female,Fiction
go,she,F,Female,Fiction
speak,she,F,Female,Fiction
kiss,her,F,Female,Fiction
smile,she,F,Female,Fiction
lie,she,F,Female,Fiction
whisper,she,F,Female,Fiction
put,she,F,Female,Fiction
resume,she,F,Female,Fiction
create,he,M,Female,Fiction
reveal,him,M,Female,Fiction
love,him,M,Female,Fiction
love,he,M,Female,Fiction
seem,she,F,Female,Fiction
go,her,F,Female,Fiction
say,she,F,Female,Fiction
kiss,she,F,Female,Fiction
carry,she,F,Female,Fiction
aid,he,M,Female,Fiction
stand,she,F,Female,Fiction
marry,she,F,Female,Fiction
leave,she,F,Female,Fiction
see,her,F,Female,Fiction
take,she,F,Female,Fiction
silence,her,F,Female,Fiction
peer,she,F,Female,Fiction
open,she,F,Female,Fiction
present,she,F,Female,Fiction
put,she,F,Female,Fiction
talk,she,F,Female,Fiction
eat,she,F,Female,Fiction
snore,she,F,Female,Fiction
offer,her,F,Female,Fiction
see,her,F,Female,Fiction
tell,her,F,Female,Fiction
break,she,F,Female,Fiction
consent,she,F,Female,Fiction
lay,she,F,Female,Fiction
relinquish,she,F,Female,Fiction
say,miss,F,Female,Fiction
tell,her,F,Female,Fiction
ask,she,F,Female,Fiction
kiss,her,F,Female,Fiction
laugh,she,F,Female,Fiction
go,she,F,Female,Fiction
admire,her,F,Female,Fiction
lead,she,F,Female,Fiction
do,he,M,Female,Fiction
go,he,M,Female,Fiction
gotplucke,he,M,Female,Fiction
look,he,M,Female,Fiction
call,him,M,Female,Fiction
s,she,F,Female,Fiction
send,she,F,Female,Fiction
give,her,F,Female,Fiction
charm,she,F,Female,Fiction
frame,she,F,Female,Fiction
seem,he,M,Female,Fiction
stay,he,M,Female,Fiction
go,he,M,Female,Fiction
look,he,M,Female,Fiction
go,he,M,Female,Fiction
go,he,M,Female,Fiction
stay,he,M,Female,Fiction
call,she,F,Female,Fiction
call,him,M,Female,Fiction
oblige,she,F,Female,Fiction
see,her,F,Female,Fiction
set,she,F,Female,Fiction
take,her,F,Female,Fiction
vanish,he,M,Female,Fiction
see,he,M,Female,Fiction
hoist,he,M,Female,Fiction
shut,he,M,Female,Fiction
ask,him,M,Female,Fiction
fasten,he,M,Female,Fiction
live,she,F,Female,Fiction
turn,he,M,Female,Fiction
follow,her,F,Female,Fiction
usher,she,F,Female,Fiction
occupy,she,F,Female,Fiction
conduct,she,F,Female,Fiction
give,she,F,Female,Fiction
produce,she,F,Female,Fiction
continue,she,F,Female,Fiction
say,she,F,Female,Fiction
treat,she,F,Female,Fiction
return,she,F,Female,Fiction
seem,she,F,Female,Fiction
do,she,F,Female,Fiction
offer,she,F,Female,Fiction
continue,she,F,Female,Fiction
sit,she,F,Female,Fiction
feel,she,F,Female,Fiction
find,she,F,Female,Fiction
anticipate,she,F,Female,Fiction
say,she,F,Female,Fiction
thank,her,F,Female,Fiction
take,she,F,Female,Fiction
follow,her,F,Female,Fiction
go,she,F,Female,Fiction
lead,she,F,Female,Fiction
say,she,F,Female,Fiction
ask,she,F,Female,Fiction
tell,her,F,Female,Fiction
say,she,F,Female,Fiction
respond,she,F,Female,Fiction
call,he,M,Female,Fiction
commission,he,M,Female,Fiction
intend,he,M,Female,Fiction
bring,her,F,Female,Fiction
come,she,F,Female,Fiction
call,she,F,Female,Fiction
like,her,F,Female,Fiction
approach,she,F,Female,Fiction
point,she,F,Female,Fiction
come,she,F,Female,Fiction
speak,she,F,Female,Fiction
make,she,F,Female,Fiction
understand,her,F,Female,Fiction
mix,she,F,Female,Fiction
come,she,F,Female,Fiction
hear,she,F,Female,Fiction
lead,her,F,Female,Fiction
reply,she,F,Female,Fiction
examine,she,F,Female,Fiction
commence,she,F,Female,Fiction
cry,she,F,Female,Fiction
come,she,F,Female,Fiction
understand,her,F,Female,Fiction
run,she,F,Female,Fiction
understand,her,F,Female,Fiction
ask,her,F,Female,Fiction
remember,she,F,Female,Fiction
go,she,F,Female,Fiction
finish,she,F,Female,Fiction
permit,her,F,Female,Fiction
come,she,F,Female,Fiction
commence,she,F,Female,Fiction
deck,her,F,Female,Fiction
affect,her,F,Female,Fiction
jump,she,F,Female,Fiction
begin,she,F,Female,Fiction
declaim,she,F,Female,Fiction
train,she,F,Female,Fiction
use,she,F,Female,Fiction
make,she,F,Female,Fiction
take,she,F,Female,Fiction
keep,he,M,Female,Fiction
bring,he,M,Female,Fiction
go,he,M,Female,Fiction
see,him,M,Female,Fiction
consider,he,M,Female,Fiction
use,she,F,Female,Fiction
confine,her,F,Female,Fiction
learn,her,F,Female,Fiction
return,her,F,Female,Fiction
say,she,F,Female,Fiction
address,she,F,Female,Fiction
point,she,F,Female,Fiction
put,him,M,Female,Fiction
expect,he,M,Female,Fiction
like,him,M,Female,Fiction
like,he,M,Female,Fiction
like,him,M,Female,Fiction
like,he,M,Female,Fiction
consider,he,M,Female,Fiction
live,he,M,Female,Fiction
travel,he,M,Female,Fiction
speak,he,M,Female,Fiction
understand,him,M,Female,Fiction
draw,her,F,Female,Fiction
inquire,she,F,Female,Fiction
propose,she,F,Female,Fiction
descend,her,F,Female,Fiction
answer,she,F,Female,Fiction
hear,her,F,Female,Fiction
sew,she,F,Female,Fiction
appear,she,F,Female,Fiction
commit,she,F,Female,Fiction
forget,she,F,Female,Fiction
sink,her,F,Female,Fiction
make,she,F,Female,Fiction
make,she,F,Female,Fiction
see,her,F,Female,Fiction
come,she,F,Female,Fiction
draw,her,F,Female,Fiction
seem,she,F,Female,Fiction
parlour,mrs.,F,Female,Fiction
give,her,F,Female,Fiction
look,she,F,Female,Fiction
pass,he,M,Female,Fiction
snuff,he,M,Female,Fiction
run,he,M,Female,Fiction
obey,him,M,Female,Fiction
hurt,he,M,Female,Fiction
ask,him,M,Female,Fiction
swear,he,M,Female,Fiction
pronounce,he,M,Female,Fiction
prevent,him,M,Female,Fiction
answer,he,M,Female,Fiction
rise,he,M,Female,Fiction
halt,he,M,Female,Fiction
stand,he,M,Female,Fiction
see,him,M,Female,Fiction
question,him,M,Female,Fiction
address,him,M,Female,Fiction
put,he,M,Female,Fiction
wave,he,M,Female,Fiction
leave,sir,M,Female,Fiction
look,he,M,Female,Fiction
turn,he,M,Female,Fiction
say,he,M,Female,Fiction
see,him,M,Female,Fiction
stop,he,M,Female,Fiction
seem,he,M,Female,Fiction
help,him,M,Female,Fiction
repeat,he,M,Female,Fiction
rise,he,M,Female,Fiction
try,he,M,Female,Fiction
say,he,M,Female,Fiction
lead,him,M,Female,Fiction
laugh,he,M,Female,Fiction
say,he,M,Female,Fiction
continue,he,M,Female,Fiction
lay,he,M,Female,Fiction
master,he,M,Female,Fiction
make,he,M,Female,Fiction
release,he,M,Female,Fiction
leave,she,F,Female,Fiction
come,she,F,Female,Fiction
caress,him,M,Female,Fiction
wag,he,M,Female,Fiction
look,he,M,Female,Fiction
come,he,M,Female,Fiction
come,he,M,Female,Fiction
enter,she,F,Female,Fiction
hurry,she,F,Female,Fiction
rise,he,M,Female,Fiction
come,he,M,Female,Fiction
apply,she,F,Female,Fiction
keep,she,F,Female,Fiction
coin,she,F,Female,Fiction
want,she,F,Female,Fiction
sit,her,F,Female,Fiction
continue,she,F,Female,Fiction
dub,she,F,Female,Fiction
dub,him,M,Female,Fiction
bring,he,M,Female,Fiction
bring,her,F,Female,Fiction
intimate,he,M,Female,Fiction
quil,she,F,Female,Fiction
say,she,F,Female,Fiction
ask,he,M,Female,Fiction
keep,he,M,Female,Fiction
look,he,M,Female,Fiction
lift,he,M,Female,Fiction
bow,he,M,Female,Fiction
accost,her,F,Female,Fiction
go,he,M,Female,Fiction
go,he,M,Female,Fiction
speak,he,M,Female,Fiction
begin,she,F,Female,Fiction
have,he,M,Female,Fiction
commend,she,F,Female,Fiction
get,she,F,Female,Fiction
hasten,she,F,Female,Fiction
proceed,she,F,Female,Fiction
take,he,M,Female,Fiction
search,he,M,Female,Fiction
demand,she,F,Female,Fiction
see,she,F,Female,Fiction
prefer,she,F,Female,Fiction
say,she,F,Female,Fiction
make,she,F,Female,Fiction
give,sir,M,Female,Fiction
take,he,M,Female,Fiction
order,she,F,Female,Fiction
do,he,M,Female,Fiction
give,her,F,Female,Fiction
begin,she,F,Female,Fiction
say,sir,M,Female,Fiction
thank,her,F,Female,Fiction
worship,him,M,Female,Fiction
cut,he,M,Female,Fiction
starve,he,M,Female,Fiction
bore,he,M,Female,Fiction
call,he,M,Female,Fiction
say,she,F,Female,Fiction
judge,sir,M,Female,Fiction
wheel,he,M,Female,Fiction
scrutinise,he,M,Female,Fiction
lay,he,M,Female,Fiction
examine,he,M,Female,Fiction
sweep,he,M,Female,Fiction
resume,he,M,Female,Fiction
spread,he,M,Female,Fiction
absorb,sir,M,Female,Fiction
say,he,M,Female,Fiction
take,her,F,Female,Fiction
kiss,him,M,Female,Fiction
endure,he,M,Female,Fiction
make,he,M,Female,Fiction
rejoin,her,F,Female,Fiction
appear,he,M,Female,Fiction
harass,him,M,Female,Fiction
lose,he,M,Female,Fiction
prejudice,he,M,Female,Fiction
like,he,M,Female,Fiction
consider,he,M,Female,Fiction
break,he,M,Female,Fiction
lead,he,M,Female,Fiction
leave,him,M,Female,Fiction
shun,he,M,Female,Fiction
shun,he,M,Female,Fiction
think,he,M,Female,Fiction
aver,she,F,Female,Fiction
know,she,F,Female,Fiction
wish,she,F,Female,Fiction
seem,he,M,Female,Fiction
ride,he,M,Female,Fiction
come,he,M,Female,Fiction
pass,he,M,Female,Fiction
have,he,M,Female,Fiction
ring,he,M,Female,Fiction
gratify,she,F,Female,Fiction
appear,she,F,Female,Fiction
run,she,F,Female,Fiction
continue,he,M,Female,Fiction
retire,she,F,Female,Fiction
exclaim,she,F,Female,Fiction
draw,he,M,Female,Fiction
continue,he,M,Female,Fiction
neglect,her,F,Female,Fiction
ring,he,M,Female,Fiction
burst,she,F,Female,Fiction
serve,her,F,Female,Fiction
summon,she,F,Female,Fiction
summon,her,F,Female,Fiction
boite,her,F,Female,Fiction
obey,him,M,Female,Fiction
speak,she,F,Female,Fiction
sit,he,M,Female,Fiction
look,him,M,Female,Fiction
look,he,M,Female,Fiction
look,he,M,Female,Fiction
catch,he,M,Female,Fiction
say,he,M,Female,Fiction
lift,he,M,Female,Fiction
pretend,she,F,Female,Fiction
point,he,M,Female,Fiction
knead,she,F,Female,Fiction
have,he,M,Female,Fiction
rise,he,M,Female,Fiction
repeat,he,M,Female,Fiction
urge,he,M,Female,Fiction
expect,he,M,Female,Fiction
find,he,M,Female,Fiction
address,he,M,Female,Fiction
bend,he,M,Female,Fiction
say,he,M,Female,Fiction
deign,he,M,Female,Fiction
think,sir,M,Female,Fiction
pay,he,M,Female,Fiction
catch,he,M,Female,Fiction
seem,he,M,Female,Fiction
say,he,M,Female,Fiction
say,he,M,Female,Fiction
speak,he,M,Female,Fiction
extend,he,M,Female,Fiction
seem,he,M,Female,Fiction
continue,he,M,Female,Fiction
think,her,F,Female,Fiction
pull,she,F,Female,Fiction
unfold,she,F,Female,Fiction
cry,she,F,Female,Fiction
rush,she,F,Female,Fiction
reenter,she,F,Female,Fiction
use,she,F,Female,Fiction
enter,she,F,Female,Fiction
wear,she,F,Female,Fiction
bound,she,F,Female,Fiction
chasse,she,F,Female,Fiction
wheel,she,F,Female,Fiction
add,she,F,Female,Fiction
charm,she,F,Female,Fiction
chance,he,M,Female,Fiction
play,she,F,Female,Fiction
ask,he,M,Female,Fiction
say,he,M,Female,Fiction
cherish,he,M,Female,Fiction
call,he,M,Female,Fiction
think,he,M,Female,Fiction
believe,he,M,Female,Fiction
believe,he,M,Female,Fiction
say,he,M,Female,Fiction
prefer,she,F,Female,Fiction
instal,her,F,Female,Fiction
give,her,F,Female,Fiction
find,her,F,Female,Fiction
leave,she,F,Female,Fiction
go,he,M,Female,Fiction
return,she,F,Female,Fiction
know,her,F,Female,Fiction
skip,she,F,Female,Fiction
grind,he,M,Female,Fiction
arrest,he,M,Female,Fiction
hold,him,M,Female,Fiction
advance,he,M,Female,Fiction
pause,he,M,Female,Fiction
cast,he,M,Female,Fiction
go,he,M,Female,Fiction
stand,she,F,Female,Fiction
say,she,F,Female,Fiction
write,she,F,Female,Fiction
subjoin,he,M,Female,Fiction
cry,he,M,Female,Fiction
recall,him,M,Female,Fiction
diverge,he,M,Female,Fiction
turn,he,M,Female,Fiction
exclaim,he,M,Female,Fiction
proceed,he,M,Female,Fiction
know,him,M,Female,Fiction
despise,him,M,Female,Fiction
recognise,him,M,Female,Fiction
deserve,she,F,Female,Fiction
term,she,F,Female,Fiction
call,she,F,Female,Fiction
differ,she,F,Female,Fiction
offer,her,F,Female,Fiction
encounter,him,M,Female,Fiction
affirm,she,F,Female,Fiction
abandon,she,F,Female,Fiction
take,her,F,Female,Fiction
keep,her,F,Female,Fiction
prattle,her,F,Female,Fiction
like,she,F,Female,Fiction
could,she,F,Female,Fiction
resemble,him,M,Female,Fiction
think,he,M,Female,Fiction
say,he,M,Female,Fiction
seize,him,M,Female,Fiction
think,he,M,Female,Fiction
take,he,M,Female,Fiction
meet,he,M,Female,Fiction
amuse,him,M,Female,Fiction
talk,him,M,Female,Fiction
like,he,M,Female,Fiction
offer,he,M,Female,Fiction
portray,he,M,Female,Fiction
follow,him,M,Female,Fiction
disclose,he,M,Female,Fiction
treat,he,M,Female,Fiction
bring,he,M,Female,Fiction
sit,him,M,Female,Fiction
look,he,M,Female,Fiction
seem,he,M,Female,Fiction
pause,he,M,Female,Fiction
dare,him,M,Female,Fiction
alienate,him,M,Female,Fiction
leave,he,M,Female,Fiction
stay,he,M,Female,Fiction
go,he,M,Female,Fiction
lie,him,M,Female,Fiction
possess,she,F,Female,Fiction
shake,him,M,Female,Fiction
murmur,he,M,Female,Fiction
stupefy,him,M,Female,Fiction
fulminate,him,M,Female,Fiction
cry,he,M,Female,Fiction
demand,he,M,Female,Fiction
take,he,M,Female,Fiction
ask,he,M,Female,Fiction
deluge,him,M,Female,Fiction
listen,he,M,Female,Fiction
speak,he,M,Female,Fiction
call,her,F,Female,Fiction
let,she,F,Female,Fiction
go,he,M,Female,Fiction
pass,he,M,Female,Fiction
think,he,M,Female,Fiction
reentere,he,M,Female,Fiction
set,he,M,Female,Fiction
make,he,M,Female,Fiction
inquire,he,M,Female,Fiction
seem,he,M,Female,Fiction
tell,he,M,Female,Fiction
exclaim,he,M,Female,Fiction
go,sir,M,Female,Fiction
hold,he,M,Female,Fiction
give,him,M,Female,Fiction
take,he,M,Female,Fiction
pause,he,M,Female,Fiction
continue,he,M,Female,Fiction
stoppeddid,he,M,Female,Fiction
proceed,he,M,Female,Fiction
retain,he,M,Female,Fiction
relax,he,M,Female,Fiction
step,he,M,Female,Fiction
wake,he,M,Female,Fiction
take,he,M,Female,Fiction
address,her,F,Female,Fiction
sit,she,F,Female,Fiction
follow,her,F,Female,Fiction
charge,her,F,Female,Fiction
wish,she,F,Female,Fiction
look,she,F,Female,Fiction
say,she,F,Female,Fiction
say,miss,F,Female,Fiction
put,her,F,Female,Fiction
fall,he,M,Female,Fiction
awake,he,M,Female,Fiction
move,him,M,Female,Fiction
raise,she,F,Female,Fiction
seem,she,F,Female,Fiction
answer,she,F,Female,Fiction
hear,she,F,Female,Fiction
pause,she,F,Female,Fiction
take,she,F,Female,Fiction
think,miss,F,Female,Fiction
look,she,F,Female,Fiction
inquire,she,F,Female,Fiction
ask,she,F,Female,Fiction
appear,she,F,Female,Fiction
discover,she,F,Female,Fiction
play,she,F,Female,Fiction
want,she,F,Female,Fiction
lay,she,F,Female,Fiction
come,he,M,Female,Fiction
need,he,M,Female,Fiction
bless,he,M,Female,Fiction
close,she,F,Female,Fiction
address,she,F,Female,Fiction
give,she,F,Female,Fiction
withhold,him,M,Female,Fiction
accuse,her,F,Female,Fiction
enjoin,he,M,Female,Fiction
seem,gentleman,M,Female,Fiction
lift,she,F,Female,Fiction
charge,he,M,Female,Fiction
charge,her,F,Female,Fiction
punish,her,F,Female,Fiction
live,she,F,Female,Fiction
possess,she,F,Female,Fiction
deliver,him,M,Female,Fiction
exercise,she,F,Female,Fiction
shake,he,M,Female,Fiction
look,she,F,Female,Fiction
say,she,F,Female,Fiction
go,she,F,Female,Fiction
speak,she,F,Female,Fiction
see,him,M,Female,Fiction
admit,him,M,Female,Fiction
send,he,M,Female,Fiction
answer,he,M,Female,Fiction
ask,him,M,Female,Fiction
believe,he,M,Female,Fiction
keep,he,M,Female,Fiction
irritate,him,M,Female,Fiction
soothe,him,M,Female,Fiction
meet,him,M,Female,Fiction
suit,him,M,Female,Fiction
join,her,F,Female,Fiction
continue,she,F,Female,Fiction
rise,she,F,Female,Fiction
say,she,F,Female,Fiction
look,she,F,Female,Fiction
set,he,M,Female,Fiction
breakfast,he,M,Female,Fiction
go,he,M,Female,Fiction
expect,him,M,Female,Fiction
recommend,him,M,Female,Fiction
come,she,F,Female,Fiction
see,her,F,Female,Fiction
see,her,F,Female,Fiction
wear,she,F,Female,Fiction
admire,she,F,Female,Fiction
accompany,her,F,Female,Fiction
sing,she,F,Female,Fiction
sing,he,M,Female,Fiction
sing,she,F,Female,Fiction
play,she,F,Female,Fiction
say,him,M,Female,Fiction
please,him,M,Female,Fiction
say,he,M,Female,Fiction
marry,her,F,Female,Fiction
choose,he,M,Female,Fiction
waste,he,M,Female,Fiction
come,he,M,Female,Fiction
quit,he,M,Female,Fiction
give,he,M,Female,Fiction
acknowledge,he,M,Female,Fiction
say,she,F,Female,Fiction
look,she,F,Female,Fiction
break,she,F,Female,Fiction
help,her,F,Female,Fiction
say,he,M,Female,Fiction
send,he,M,Female,Fiction
throw,her,F,Female,Fiction
call,she,F,Female,Fiction
exonerate,she,F,Female,Fiction
hinder,her,F,Female,Fiction
look,her,F,Female,Fiction
descend,she,F,Female,Fiction
pass,she,F,Female,Fiction
sit,she,F,Female,Fiction
get,she,F,Female,Fiction
lay,she,F,Female,Fiction
go,she,F,Female,Fiction
save,she,F,Female,Fiction
keep,her,F,Female,Fiction
like,she,F,Female,Fiction
get,she,F,Female,Fiction
s,she,F,Female,Fiction
give,her,F,Female,Fiction
get,she,F,Female,Fiction
give,she,F,Female,Fiction
know,she,F,Female,Fiction
please,her,F,Female,Fiction
apparel,her,F,Female,Fiction
go,she,F,Female,Fiction
say,he,M,Female,Fiction
say,she,F,Female,Fiction
hurry,she,F,Female,Fiction
take,her,F,Female,Fiction
give,her,F,Female,Fiction
shed,she,F,Female,Fiction
consent,she,F,Female,Fiction
sigh,she,F,Female,Fiction
hold,she,F,Female,Fiction
cry,she,F,Female,Fiction
declare,she,F,Female,Fiction
go,she,F,Female,Fiction
add,she,F,Female,Fiction
undress,she,F,Female,Fiction
listen,she,F,Female,Fiction
take,her,F,Female,Fiction
amuse,her,F,Female,Fiction
take,her,F,Female,Fiction
carry,her,F,Female,Fiction
prefer,her,F,Female,Fiction
admire,he,M,Female,Fiction
admire,her,F,Female,Fiction
look,she,F,Female,Fiction
lean,she,F,Female,Fiction
converse,she,F,Female,Fiction
see,her,F,Female,Fiction
say,he,M,Female,Fiction
come,her,F,Female,Fiction
accompany,her,F,Female,Fiction
say,he,M,Female,Fiction
reply,he,M,Female,Fiction
object,she,F,Female,Fiction
tell,her,F,Female,Fiction
resist,she,F,Female,Fiction
fetch,her,F,Female,Fiction
give,him,M,Female,Fiction
admit,he,M,Female,Fiction
accompany,him,M,Female,Fiction
make,he,M,Female,Fiction
dress,her,F,Female,Fiction
sober,she,F,Female,Fiction
steady,her,F,Female,Fiction
look,she,F,Female,Fiction
warn,her,F,Female,Fiction
dress,she,F,Female,Fiction
sit,she,F,Female,Fiction
crease,she,F,Female,Fiction
stir,she,F,Female,Fiction
touch,she,F,Female,Fiction
sigh,she,F,Female,Fiction
become,her,F,Female,Fiction
term,her,F,Female,Fiction
reed,mrs.,F,Female,Fiction
mouth,she,F,Female,Fiction
invest,her,F,Female,Fiction
think,she,F,Female,Fiction
regard,her,F,Female,Fiction
answer,she,F,Female,Fiction
laugh,she,F,Female,Fiction
enter,she,F,Female,Fiction
say,she,F,Female,Fiction
like,she,F,Female,Fiction
run,she,F,Female,Fiction
play,she,F,Female,Fiction
sing,she,F,Female,Fiction
talk,she,F,Female,Fiction
talk,she,F,Female,Fiction
like,he,M,Female,Fiction
accomplish,she,F,Female,Fiction
admire,her,F,Female,Fiction
admire,he,M,Female,Fiction
admire,her,F,Female,Fiction
rise,she,F,Female,Fiction
speak,he,M,Female,Fiction
give,her,F,Female,Fiction
call,her,F,Female,Fiction
sit,she,F,Female,Fiction
give,him,M,Female,Fiction
share,he,M,Female,Fiction
seem,he,M,Female,Fiction
come,he,M,Female,Fiction
enter,him,M,Female,Fiction
render,him,M,Female,Fiction
deem,he,M,Female,Fiction
hold,he,M,Female,Fiction
approach,him,M,Female,Fiction
come,him,M,Female,Fiction
take,he,M,Female,Fiction
creep,he,M,Female,Fiction
love,him,M,Female,Fiction
make,he,M,Female,Fiction
love,him,M,Female,Fiction
compare,him,M,Female,Fiction
talk,he,M,Female,Fiction
isI,he,M,Female,Fiction
round,him,M,Female,Fiction
care,he,M,Female,Fiction
love,him,M,Female,Fiction
show,her,F,Female,Fiction
look,she,F,Female,Fiction
glance,she,F,Female,Fiction
like,she,F,Female,Fiction
like,him,M,Female,Fiction
try,he,M,Female,Fiction
laugh,her,F,Female,Fiction
stand,she,F,Female,Fiction
seem,she,F,Female,Fiction
wait,she,F,Female,Fiction
select,she,F,Female,Fiction
stand,she,F,Female,Fiction
confront,she,F,Female,Fiction
confront,him,M,Female,Fiction
pick,her,F,Female,Fiction
pick,her,F,Female,Fiction
leave,she,F,Female,Fiction
send,her,F,Female,Fiction
go,she,F,Female,Fiction
pay,her,F,Female,Fiction
turn,he,M,Female,Fiction
look,he,M,Female,Fiction
notice,her,F,Female,Fiction
wag,she,F,Female,Fiction
refer,him,M,Female,Fiction
see,her,F,Female,Fiction
drive,her,F,Female,Fiction
sermonise,her,F,Female,Fiction
call,him,M,Female,Fiction
take,he,M,Female,Fiction
get,she,F,Female,Fiction
bear,she,F,Female,Fiction
put,her,F,Female,Fiction
cross,she,F,Female,Fiction
give,she,F,Female,Fiction
toss,she,F,Female,Fiction
move,she,F,Female,Fiction
appear,she,F,Female,Fiction
rattle,she,F,Female,Fiction
continue,she,F,Female,Fiction
see,he,M,Female,Fiction
say,she,F,Female,Fiction
commence,she,F,Female,Fiction
dida,he,M,Female,Fiction
throw,he,M,Female,Fiction
ask,he,M,Female,Fiction
look,he,M,Female,Fiction
say,he,M,Female,Fiction
stop,he,M,Female,Fiction
round,him,M,Female,Fiction
say,he,M,Female,Fiction
name,he,M,Female,Fiction
look,he,M,Female,Fiction
ask,he,M,Female,Fiction
insist,he,M,Female,Fiction
do,he,M,Female,Fiction
allow,he,M,Female,Fiction
withdraw,he,M,Female,Fiction
say,her,F,Female,Fiction
look,she,F,Female,Fiction
carry,she,F,Female,Fiction
look,he,M,Female,Fiction
attire,she,F,Female,Fiction
intend,she,F,Female,Fiction
approach,she,F,Female,Fiction
lift,she,F,Female,Fiction
accost,her,F,Female,Fiction
give,him,M,Female,Fiction
produce,he,M,Female,Fiction
act,she,F,Female,Fiction
lay,he,M,Female,Fiction
disguise,him,M,Female,Fiction
move,he,M,Female,Fiction
compliment,she,F,Female,Fiction
compliment,him,M,Female,Fiction
say,she,F,Female,Fiction
ask,he,M,Female,Fiction
giggle,she,F,Female,Fiction
take,he,M,Female,Fiction
unlove,him,M,Female,Fiction
cease,he,M,Female,Fiction
turn,he,M,Female,Fiction
pass,she,F,Female,Fiction
unlove,him,M,Female,Fiction
marry,he,M,Female,Fiction
use,she,F,Female,Fiction
offer,she,F,Female,Fiction
